old_id,old_tag,old_text,old_class,candidate_id,candidate_tag,candidate_text,candidate_class,id_similarity,text_similarity,class_similarity,tag_match,is_correct
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_4_title_link,a,Sauce Labs Backpack,,0.24,0.33,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_0_img_link,a,,,0.21,0.0,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_0_title_link,a,Sauce Labs Bike Light,,0.24,0.25,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_1_img_link,a,,,0.21,0.0,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_1_title_link,a,Sauce Labs Bolt T-Shirt,,0.24,0.35,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_5_img_link,a,,,0.21,0.0,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_5_title_link,a,Sauce Labs Fleece Jacket,,0.24,0.34,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_2_img_link,a,,,0.21,0.0,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_2_title_link,a,Sauce Labs Onesie,,0.24,0.21,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_3_img_link,a,,,0.21,0.0,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,item_3_title_link,a,Test.allTheThings() T-Shirt (Red),,0.24,0.23,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,Twitter,,0.0,0.22,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,Facebook,,0.0,0.21,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,LinkedIn,,0.0,0.11,0.0,0,0
add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,,select,Name (A to Z)Name (Z to A)Price (low to high)Price (high to low),product_sort_container,0.0,0.21,0.36,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,react-burger-menu-btn,button,Open Menu,,0.36,0.2,0.0,1,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,react-burger-cross-btn,button,Close Menu,,0.39,0.19,0.0,1,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-backpack,button,Add to cart,btn btn_primary btn_small btn_inventory,0.73,1.0,1.0,1,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,0.79,1.0,1.0,1,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,1.0,1.0,1.0,1,1
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,0.73,1.0,1.0,1,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,0.81,1.0,1.0,1,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,0.62,1.0,1.0,1,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,inventory_sidebar_link,a,All Items,bm-item menu-item,0.28,0.3,0.29,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,about_sidebar_link,a,About,bm-item menu-item,0.3,0.38,0.29,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,logout_sidebar_link,a,Logout,bm-item menu-item,0.26,0.24,0.29,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,reset_sidebar_link,a,Reset App State,bm-item menu-item,0.26,0.38,0.29,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,,shopping_cart_link,0.0,0.0,0.32,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_4_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_4_title_link,a,Sauce Labs Backpack,,0.19,0.33,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_0_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_0_title_link,a,Sauce Labs Bike Light,,0.19,0.25,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_1_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_1_title_link,a,Sauce Labs Bolt T-Shirt,,0.19,0.35,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_5_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_5_title_link,a,Sauce Labs Fleece Jacket,,0.19,0.34,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_2_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_2_title_link,a,Sauce Labs Onesie,,0.19,0.21,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_3_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,item_3_title_link,a,Test.allTheThings() T-Shirt (Red),,0.19,0.23,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,Twitter,,0.0,0.22,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,Facebook,,0.0,0.21,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,LinkedIn,,0.0,0.11,0.0,0,0
add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,,select,Name (A to Z)Name (Z to A)Price (low to high)Price (high to low),product_sort_container,0.0,0.21,0.36,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,react-burger-menu-btn,button,Open Menu,,0.35,0.2,0.0,1,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,react-burger-cross-btn,button,Close Menu,,0.34,0.19,0.0,1,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-backpack,button,Add to cart,btn btn_primary btn_small btn_inventory,0.81,1.0,1.0,1,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-bike-light,button,Add to cart,btn btn_primary btn_small btn_inventory,0.75,1.0,1.0,1,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-bolt-t-shirt,button,Add to cart,btn btn_primary btn_small btn_inventory,0.73,1.0,1.0,1,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,1.0,1.0,1.0,1,1
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,0.77,1.0,1.0,1,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,add-to-cart-test.allthethings()-t-shirt-(red),button,Add to cart,btn btn_primary btn_small btn_inventory,0.47,1.0,1.0,1,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,inventory_sidebar_link,a,All Items,bm-item menu-item,0.28,0.3,0.29,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,about_sidebar_link,a,About,bm-item menu-item,0.3,0.38,0.29,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,logout_sidebar_link,a,Logout,bm-item menu-item,0.25,0.24,0.29,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,reset_sidebar_link,a,Reset App State,bm-item menu-item,0.26,0.38,0.29,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,,shopping_cart_link,0.0,0.0,0.32,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_4_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_4_title_link,a,Sauce Labs Backpack,,0.19,0.33,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_0_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_0_title_link,a,Sauce Labs Bike Light,,0.19,0.25,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_1_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_1_title_link,a,Sauce Labs Bolt T-Shirt,,0.19,0.35,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_5_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_5_title_link,a,Sauce Labs Fleece Jacket,,0.19,0.34,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_2_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_2_title_link,a,Sauce Labs Onesie,,0.19,0.21,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_3_img_link,a,,,0.16,0.0,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,item_3_title_link,a,Test.allTheThings() T-Shirt (Red),,0.19,0.23,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,Twitter,,0.0,0.22,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,Facebook,,0.0,0.21,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,,a,LinkedIn,,0.0,0.11,0.0,0,0
add-to-cart-sauce-labs-fleece-jacket,button,Add to cart,btn btn_primary btn_small btn_inventory,,select,Name (A to Z)Name (Z to A)Price (low to high)Price (high to low),product_sort_container,0.0,0.21,0.36,0,0
add-to-cart-sauce-labs-onesie,button,Add to cart,btn btn_primary btn_small btn_inventory,react-burger-menu-btn,button,Open Menu,,0.36,0.2,0.0,1,0
